CP,REGN,TIP,OKATO,PREDR_K,PREDR_O,PREDV_K,PREDV_O,ZDLR,ZDLV,ZDLPRR,ZDLPRV,SSKRR,SSKRV,SPSR,SPSV
1,826,1,1000,0,0,0,0,6641,0,3302,0,0.0,0.0,0.0,0.0
1,826,1,28000,0,0,0,0,1617,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1,1000,0,0,0,0,656,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1,28000,0,0,0,0,1617,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1.1,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1.1,28000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2015,1,1000,127,79216,0,0,80456,0,3599,0,70.5,0.0,15.6,0.0
1,2015,1.1,1000,126,78776,0,0,69266,0,1486,0,70.5,0.0,15.6,0.0
1,2015,1.1.1,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1,1000,36,41743,0,0,30954,0,0,0,169.0,0.0,12.0,0.0
1,2388,1,32000,0,0,0,0,358,0,0,0,0.0,0.0,0.0,0.0
1,2388,1,36000,1,700,0,0,0,0,0,0,347.7,0.0,13.8,0.0
1,2388,1,45000,0,0,0,0,3371,0,347,0,0.0,0.0,0.0,0.0
1,2388,1,84000,1,2000,0,0,1992,0,0,0,119.6,0.0,12.5,0.0
1,2388,1.1,1000,36,41743,0,0,30954,0,0,0,169.0,0.0,12.0,0.0
1,2388,1.1,32000,0,0,0,0,358,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1,36000,1,700,0,0,0,0,0,0,347.7,0.0,13.8,0.0
1,2388,1.1,45000,0,0,0,0,3371,0,347,0,0.0,0.0,0.0,0.0
1,2388,1.1,84000,1,2000,0,0,1992,0,0,0,119.6,0.0,12.5,0.0
1,2388,1.1.1,1000,2,4169,0,0,4080,0,0,0,181.1,0.0,11.2,0.0
1,2388,1.1.1,32000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,36000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,84000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2659,1,1000,0,0,0,0,676,0,0,0,0.0,0.0,0.0,0.0
1,2659,1.1,1000,0,0,0,0,676,0,0,0,0.0,0.0,0.0,0.0
1,2659,1.1.1,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,232,1,3000,1,4000,0,0,56694,0,0,0,60.1,0.0,16.6,0.0
3,232,1.1,3000,1,4000,0,0,54992,0,0,0,60.1,0.0,16.6,0.0
3,232,1.1.1,3000,0,0,0,0,457,0,0,0,0.0,0.0,0.0,0.0
3,430,1,45000,0,0,0,0,115000,0,0,0,0.0,0.0,0.0,0.0
3,430,1.1,45000,0,0,0,0,115000,0,0,0,0.0,0.0,0.0,0.0
3,430,1.1.1,45000,0,0,0,0,115000,0,0,0,0.0,0.0,0.0,0.0
3,456,1,3000,0,0,0,0,2034,0,8,0,0.0,0.0,0.0,0.0
3,456,1,45000,0,0,0,0,81297,0,0,0,0.0,0.0,0.0,0.0
3,456,1,46000,0,0,0,0,550,0,24,0,0.0,0.0,0.0,0.0
3,456,1.1,3000,0,0,0,0,2034,0,8,0,0.0,0.0,0.0,0.0
3,456,1.1,45000,0,0,0,0,63961,0,0,0,0.0,0.0,0.0,0.0
3,456,1.1,46000,0,0,0,0,550,0,24,0,0.0,0.0,0.0,0.0
3,456,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,456,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,456,1.1.1,46000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,467,1,3000,0,0,0,0,2057,0,0,0,0.0,0.0,0.0,0.0
3,467,1,45000,0,0,0,0,3065,0,0,0,0.0,0.0,0.0,0.0
3,467,1,46000,0,0,0,0,1431,0,0,0,0.0,0.0,0.0,0.0
3,467,1.1,3000,0,0,0,0,2057,0,0,0,0.0,0.0,0.0,0.0
3,467,1.1,45000,0,0,0,0,3065,0,0,0,0.0,0.0,0.0,0.0
3,467,1.1,46000,0,0,0,0,1431,0,0,0,0.0,0.0,0.0,0.0
3,467,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,467,1.1.1,45000,0,0,0,0,279,0,0,0,0.0,0.0,0.0,0.0
3,467,1.1.1,46000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,478,1,3000,3,6087,0,0,19795,0,0,0,248.7,0.0,12.2,0.0
3,478,1,45000,0,0,0,0,4911,0,0,0,0.0,0.0,0.0,0.0
3,478,1.1,3000,3,6087,0,0,11628,0,0,0,248.7,0.0,12.2,0.0
3,478,1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,478,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,478,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,518,1,3000,0,0,0,0,3247,0,125,0,0.0,0.0,0.0,0.0
3,518,1.1,3000,0,0,0,0,3247,0,125,0,0.0,0.0,0.0,0.0
3,518,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,2518,1,1000,2,1828,0,0,3190,0,0,0,155.0,0.0,11.7,0.0
3,2518,1,3000,514,709348,0,0,4369916,0,5192,0,202.8,0.0,11.0,0.0
3,2518,1,4000,1,1850,0,0,14087,0,0,0,101.2,0.0,11.9,0.0
3,2518,1,5000,0,0,0,0,1666,0,0,0,0.0,0.0,0.0,0.0
3,2518,1,7000,6,9915,0,0,61952,0,5,0,244.1,0.0,12.1,0.0
3,2518,1,8000,2,2638,0,0,9884,0,0,0,214.3,0.0,11.9,0.0
3,2518,1,10000,1,1820,0,0,2278,0,0,0,179.1,0.0,11.9,0.0
3,2518,1,12000,1,1703,0,0,4838,0,0,0,179.9,0.0,11.9,0.0
