CP,REGN,TIP,OKATO,PREDR_K,PREDR_O,PREDV_K,PREDV_O,ZDLR,ZDLV,ZDLPRR,ZDLPRV,SSKRR,SSKRV,SPSR,SPSV
1,2015,1,1000,222,161533,0,0,121571,0,2860,0,85.3,0.0,13.5,0.0
1,2015,1.1,1000,218,158981,0,0,115755,0,747,0,85.7,0.0,13.5,0.0
1,2015,1.1.1,1000,4,2280,0,0,1498,0,0,0,168.9,0.0,9.8,0.0
1,2388,1,1000,55,37765,0,0,27390,0,35,0,103.2,0.0,10.4,0.0
1,2388,1,45000,0,0,0,0,3371,0,943,0,0.0,0.0,0.0,0.0
1,2388,1,84000,0,0,0,0,1819,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1,1000,55,37765,0,0,27390,0,35,0,103.2,0.0,10.4,0.0
1,2388,1.1,45000,0,0,0,0,3371,0,943,0,0.0,0.0,0.0,0.0
1,2388,1.1,84000,0,0,0,0,1819,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,1000,2,2099,0,0,0,0,0,0,154.3,0.0,10.8,0.0
1,2388,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,84000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2659,1,1000,53,56669,0,0,6480,0,0,0,158.0,0.0,10.2,0.0
1,2659,1.1,1000,53,56669,0,0,6480,0,0,0,158.0,0.0,10.2,0.0
1,2659,1.1.1,1000,6,7461,0,0,0,0,0,0,158.0,0.0,10.2,0.0
3,232,1,3000,21,166305,0,0,259731,0,0,0,149.7,0.0,10.9,0.0
3,232,1,36000,0,0,0,0,1587,0,0,0,0.0,0.0,0.0,0.0
3,232,1.1,3000,19,165075,0,0,258651,0,0,0,150.2,0.0,10.9,0.0
3,232,1.1,36000,0,0,0,0,1587,0,0,0,0.0,0.0,0.0,0.0
3,232,1.1.1,3000,1,3980,0,0,3980,0,0,0,180.0,0.0,8.0,0.0
