CP,REGN,TIP,OKATO,PREDR_K,PREDR_O,PREDV_K,PREDV_O,ZDLR,ZDLV,ZDLPRR,ZDLPRV,SSKRR,SSKRV,SPSR,SPSV
1,2015,1,1000,68,46802,0,0,76250,0,2259,0,93.4,0.0,14.3,0.0
1,2015,1.1,1000,66,45102,0,0,69922,0,146,0,91.5,0.0,14.3,0.0
1,2015,1.1.1,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1,1000,17,9715,0,0,26830,0,0,0,68.1,0.0,12.0,0.0
1,2388,1,45000,0,0,0,0,3371,0,731,0,0.0,0.0,0.0,0.0
1,2388,1,84000,0,0,0,0,1880,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1,1000,17,9715,0,0,26830,0,0,0,68.1,0.0,12.0,0.0
1,2388,1.1,45000,0,0,0,0,3371,0,731,0,0.0,0.0,0.0,0.0
1,2388,1.1,84000,0,0,0,0,1880,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,1000,1,1200,0,0,0,0,0,0,180.0,0.0,11.8,0.0
1,2388,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,84000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2659,1,1000,10,11114,0,0,5056,0,0,0,164.0,0.0,10.9,0.0
1,2659,1.1,1000,10,11114,0,0,5056,0,0,0,164.0,0.0,10.9,0.0
1,2659,1.1.1,1000,4,4310,0,0,1535,0,0,0,164.0,0.0,10.9,0.0
3,232,1,3000,5,24096,0,0,139174,0,0,0,137.1,0.0,13.1,0.0
3,232,1,36000,0,0,0,0,1608,0,0,0,0.0,0.0,0.0,0.0
3,232,1.1,3000,5,24096,0,0,138865,0,0,0,137.1,0.0,13.1,0.0
3,232,1.1,36000,0,0,0,0,1608,0,0,0,0.0,0.0,0.0,0.0
3,232,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,232,1.1.1,36000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,456,1,3000,0,0,0,0,1776,0,4,0,0.0,0.0,0.0,0.0
3,456,1,14000,0,0,0,0,750,0,0,0,0.0,0.0,0.0,0.0
3,456,1,45000,0,0,0,0,74976,0,0,0,0.0,0.0,0.0,0.0
3,456,1,46000,0,0,0,0,92740,0,0,0,0.0,0.0,0.0,0.0
3,456,1.1,3000,0,0,0,0,1776,0,4,0,0.0,0.0,0.0,0.0
3,456,1.1,14000,0,0,0,0,750,0,0,0,0.0,0.0,0.0,0.0
3,456,1.1,45000,0,0,0,0,74976,0,0,0,0.0,0.0,0.0,0.0
3,456,1.1,46000,0,0,0,0,92740,0,0,0,0.0,0.0,0.0,0.0
3,456,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
