CP,REGN,TIP,OKATO,PREDR_K,PREDR_O,PREDV_K,PREDV_O,ZDLR,ZDLV,ZDLPRR,ZDLPRV,SSKRR,SSKRV,SPSR,SPSV
1,826,1,1000,1,2000,0,0,4846,0,512,0,119.9,0.0,12.0,0.0
1,826,1,28000,0,0,0,0,1442,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1,1000,0,0,0,0,571,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1,28000,0,0,0,0,1442,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1.1,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,826,1.1.1,28000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2015,1,1000,351,228614,0,0,90014,0,2283,0,76.6,0.0,15.5,0.0
1,2015,1.1,1000,348,227615,0,0,82615,0,170,0,76.7,0.0,15.5,0.0
1,2015,1.1.1,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1,1000,98,104738,0,0,38555,0,0,0,149.4,0.0,12.2,0.0
1,2388,1,32000,0,0,0,0,330,0,0,0,0.0,0.0,0.0,0.0
1,2388,1,36000,1,700,0,0,0,0,0,0,347.7,0.0,13.8,0.0
1,2388,1,45000,0,0,0,0,3371,0,531,0,0.0,0.0,0.0,0.0
1,2388,1,84000,1,2000,0,0,1938,0,0,0,119.7,0.0,12.5,0.0
1,2388,1.1,1000,98,104738,0,0,38555,0,0,0,149.4,0.0,12.2,0.0
1,2388,1.1,32000,0,0,0,0,330,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1,36000,1,700,0,0,0,0,0,0,347.7,0.0,13.8,0.0
1,2388,1.1,45000,0,0,0,0,3371,0,531,0,0.0,0.0,0.0,0.0
1,2388,1.1,84000,1,2000,0,0,1938,0,0,0,119.7,0.0,12.5,0.0
1,2388,1.1.1,1000,15,22733,0,0,13524,0,0,0,170.0,0.0,10.7,0.0
1,2388,1.1.1,32000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,36000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2388,1.1.1,84000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
