CP,REGN,TIP,OKATO,PREDR_K,PREDR_O,PREDV_K,PREDV_O,ZDLR,ZDLV,ZDLPRR,ZDLPRV,SSKRR,SSKRV,SPSR,SPSV
1,2015,1,1000,101,74534,0,0,127344,0,4549,0,124.5,0.0,12.868,0.000
1,2015,1.1,1000,92,71381,0,0,123120,0,2436,0,124.5,0.0,12.866,0.000
1,2015,1.1.1,1000,2,2690,0,0,2684,0,0,0,248.3,0.0,9.440,0.000
1,2659,1,1000,25,22813,0,0,6253,0,0,0,161.0,0.0,9.355,0.000
1,2659,1.1,1000,25,22813,0,0,6253,0,0,0,161.0,0.0,9.355,0.000
1,2659,1.1.1,1000,4,2870,0,0,0,0,0,0,161.0,0.0,9.355,0.000
3,232,1,3000,17,75172,0,0,315214,0,0,0,174.4,0.0,10.805,0.000
3,232,1,36000,0,0,0,0,1530,0,0,0,0.0,0.0,0.000,0.000
3,232,1,45000,1,3280,0,0,3280,0,0,0,179.7,0.0,10.500,0.000
3,232,1,46000,1,5700,0,0,5700,0,0,0,180.0,0.0,9.600,0.000
3,232,1.1,3000,15,73489,0,0,312756,0,0,0,176.4,0.0,10.793,0.000
3,232,1.1,36000,0,0,0,0,1530,0,0,0,0.0,0.0,0.000,0.000
3,232,1.1,45000,1,3280,0,0,3280,0,0,0,179.7,0.0,10.500,0.000
3,232,1.1,46000,1,5700,0,0,5700,0,0,0,180.0,0.0,9.600,0.000
3,232,1.1.1,3000,1,2398,0,0,5789,0,0,0,239.4,0.0,10.000,0.000
3,232,1.1.1,36000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,232,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,232,1.1.1,46000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,478,1,3000,2,1000,0,0,16995,0,222,0,60.5,0.0,11.497,0.000
3,478,1,35000,0,0,0,0,5141,0,0,0,0.0,0.0,0.000,0.000
3,478,1,45000,0,0,0,0,189,0,0,0,0.0,0.0,0.000,0.000
3,478,1,60000,0,0,0,0,1072,0,1,0,0.0,0.0,0.000,0.000
3,478,1.1,3000,2,1000,0,0,16995,0,222,0,60.5,0.0,11.497,0.000
3,478,1.1,35000,0,0,0,0,475,0,0,0,0.0,0.0,0.000,0.000
3,478,1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,478,1.1,60000,0,0,0,0,1072,0,1,0,0.0,0.0,0.000,0.000
3,478,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,478,1.1.1,35000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,478,1.1.1,45000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,478,1.1.1,60000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,518,1,3000,0,0,0,0,1374,0,2,0,0.0,0.0,0.000,0.000
3,518,1.1,3000,0,0,0,0,1374,0,2,0,0.0,0.0,0.000,0.000
3,518,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,665,1,3000,0,0,0,0,774,0,0,0,0.0,0.0,0.000,0.000
3,665,1,79000,0,0,0,0,109,0,0,0,0.0,0.0,0.000,0.000
3,665,1.1,3000,0,0,0,0,774,0,0,0,0.0,0.0,0.000,0.000
3,665,1.1,79000,0,0,0,0,109,0,0,0,0.0,0.0,0.000,0.000
3,665,1.1.1,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,665,1.1.1,79000,0,0,0,0,0,0,0,0,0.0,0.0,0.000,0.000
3,2518,1,1000,1,1350,0,0,6348,0,0,0,299.8,0.0,7.700,0.000
3,2518,1,3000,694,1223792,0,0,6924292,0,51726,0,225.0,0.0,9.215,0.000
3,2518,1,4000,4,6657,0,0,18423,0,0,0,155.0,0.0,9.365,0.000
3,2518,1,5000,0,0,0,0,2695,0,0,0,0.0,0.0,0.000,0.000
3,2518,1,7000,6,9796,0,0,79210,0,0,0,260.9,0.0,9.238,0.000
3,2518,1,8000,4,6972,0,0,13688,0,0,0,270.8,0.0,9.599,0.000
3,2518,1,10000,0,0,0,0,4407,0,0,0,0.0,0.0,0.000,0.000
3,2518,1,11000,2,2987,0,0,8256,0,0,0,234.3,0.0,10.510,0.000
3,2518,1,12000,0,0,0,0,4677,0,0,0,0.0,0.0,0.000,0.000
3,2518,1,14000,0,0,0,0,7278,0,0,0,0.0,0.0,0.000,0.000
3,2518,1,18000,2,2370,0,0,40081,0,0,0,242.5,0.0,7.860,0.000
3,2518,1,19000,0,0,0,0,888,0,0,0,0.0,0.0,0.000,0.000
3,2518,1,20000,1,2395,0,0,10946,0,0,0,239.9,0.0,7.700,0.000
3,2518,1,24000,1,1746,0,0,5198,0,0,0,251.4,0.0,7.700,0.000
3,2518,1,25000,1,2532,0,0,7914,0,0,0,239.0,0.0,10.250,0.000
3,2518,1,27000,0,0,0,0,1988,0,0,0,0.0,0.0,0.000,0.000
